Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Emerald Desert,374090,15881505,219817,27-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Briana,15.84
Sunland RV Resort Emerald Desert,374090,15881506,219817,27-Apr-19,Void:    - 2 x Adults,Incorrect Entry,ADDITIONAL OCUPNTS,Briana,40
Sunland RV Resort Emerald Desert,374090,15881507,219817,27-Apr-19,Void:    - Music Festival Package-Events,Incorrect Entry,ACTIVITIES,Briana,187
Sunland RV Resort Emerald Desert,374090,15881425,219817,27-Apr-19,Void:    - 2 x Adults,Posted to wrong account ,ADDITIONAL OCUPNTS,Briana,40
Sunland RV Resort Emerald Desert,374090,15881426,219817,27-Apr-19,Void:    - Music Festival Package-Events,Posted to wrong account ,ACTIVITIES,Briana,187
Sunland RV Resort Emerald Desert,374090,15881427,219817,27-Apr-19,Void:    - Music Festival - Shuttle,Posted to wrong account ,OUTSIDE VENDOR COMMISSION,Briana,75
Sunland RV Resort Emerald Desert,374090,15881628,219817,27-Apr-19,Void: 01-ED Daily Charge - (27-Apr-19),Incorrect Entry,Lot-Daily,Briana,144
Sunland RV Resort Emerald Desert,374090,15881629,219817,27-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Briana,15.84
Sunland RV Resort Emerald Desert,374090,15881630,219817,27-Apr-19,Void:    - 2 x Adults,Incorrect Entry,ADDITIONAL OCUPNTS,Briana,40
Sunland RV Resort Emerald Desert,374090,15881622,219817,27-Apr-19,Void:    - Music Festival Package-Events,Incorrect Entry,ACTIVITIES,Briana,187
Sunland RV Resort Emerald Desert,374090,15881631,219817,27-Apr-19,Void:    - Music Festival - Shuttle,Incorrect Entry,OUTSIDE VENDOR COMMISSION,Briana,75
Sunland RV Resort Emerald Desert,374090,15881508,219817,27-Apr-19,Void:    - Music Festival - Shuttle,Incorrect Entry,OUTSIDE VENDOR COMMISSION,Briana,75
Sunland RV Resort Emerald Desert,357950,15400721,207671,27-Apr-19,Void: 01-ED Daily Charge - (27-Apr-19),Incorrect Entry,Lot-Daily,Briana,124
Sunland RV Resort Emerald Desert,357950,15400722,207671,27-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Briana,13.64
Sunland RV Resort Emerald Desert,357536,15484472,207365,27-Apr-19,Void: 01D- Emerald Daily Charge - (27-Apr-19),Cancelled Reservation,Lot-Daily,Briana,84
Sunland RV Resort Emerald Desert,357536,15484473,207365,27-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Briana,9.24
Sunland RV Resort Emerald Desert,357536,15484474,207365,27-Apr-19,Void:    - Music Festival Package-Events,Cancelled Reservation,ACTIVITIES,Briana,93.5
Sunland RV Resort Emerald Desert,357536,15484475,207365,27-Apr-19,Void:    - Music Festival - Shuttle,Cancelled Reservation,OUTSIDE VENDOR COMMISSION,Briana,37.5
Sunland RV Resort Emerald Desert,358701,15897983,208279,27-Apr-19,Void: Ice-ED,Incorrect Entry,VENDING,Briana,25
Sunland RV Resort Emerald Desert,357950,15400723,207671,27-Apr-19,Void:    - 2 x Adults,Incorrect Entry,ADDITIONAL OCUPNTS,Briana,40
Sunland RV Resort Emerald Desert,357950,15400682,207671,27-Apr-19,Void:    - Music Festival Package-Events,Incorrect Entry,ACTIVITIES,Briana,187
Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Emerald Desert,357950,15400688,207671,27-Apr-19,Void:    - Music Festival - Shuttle,Incorrect Entry,OUTSIDE VENDOR COMMISSION,Briana,75
Sunland RV Resort Emerald Desert,348104,14649598,200217,27-Apr-19,Void: 02W- Emerald Weekly Rates - (27-Apr-19),Cancelled Reservation,Lot-Weekly,Darlene,90
Sunland RV Resort Emerald Desert,348104,14649599,200217,27-Apr-19,Void:    - 2 x Pets,Cancelled Reservation,PETS,Darlene,6
Sunland RV Resort Emerald Desert,348104,14647206,200217,27-Apr-19,Void:    - Music Festival Package-Events,Incorrect Entry,ACTIVITIES,Darlene,93.5
Sunland RV Resort Emerald Desert,348104,14647214,200217,27-Apr-19,Void:    - Music Festival - Shuttle,Incorrect Entry,OUTSIDE VENDOR COMMISSION,Darlene,37.5
Sunland RV Resort Emerald Desert,375561,15759207,220892,27-Apr-19,Void: 01-ED Daily Charge - (27-Apr-19),Incorrect Entry,Lot-Daily,Jenn,94
Sunland RV Resort Emerald Desert,375561,15759208,220892,27-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,10.34
Sunland RV Resort Emerald Desert,375561,15759209,220892,27-Apr-19,Void:    - Music Festival Package-Events,Incorrect Entry,ACTIVITIES,Jenn,93.5
Sunland RV Resort Emerald Desert,375561,15759210,220892,27-Apr-19,Void:    - Music Festival - Shuttle,Incorrect Entry,OUTSIDE VENDOR COMMISSION,Jenn,37.5
Sunland RV Resort Emerald Desert,378286,15893511,222893,27-Apr-19,Void: 01-ED Daily Charge - (27-Apr-19),Incorrect Entry,Lot-Daily,Jenn,84
Sunland RV Resort Emerald Desert,378286,15893512,222893,27-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,9.24
Sunland RV Resort Emerald Desert,378286,15893513,222893,27-Apr-19,Void:    - Music Festival Package-Events,Incorrect Entry,ACTIVITIES,Jenn,93.5
Sunland RV Resort Emerald Desert,378286,15893514,222893,27-Apr-19,Void:    - Music Festival - Shuttle,Incorrect Entry,OUTSIDE VENDOR COMMISSION,Jenn,37.5
Sunland RV Resort Emerald Desert,375882,15785000,221138,27-Apr-19,Void: 01-ED Daily Charge - (27-Apr-19),Incorrect Entry,Lot-Daily,Jenn,114
Sunland RV Resort Emerald Desert,375882,15785001,221138,27-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,12.54
Sunland RV Resort Emerald Desert,375882,15785002,221138,27-Apr-19,Void:    - 1 x Adults,Incorrect Entry,ADDITIONAL OCUPNTS,Jenn,20
Sunland RV Resort Emerald Desert,375882,15785003,221138,27-Apr-19,Void:    - Music Festival Package-Events,Incorrect Entry,ACTIVITIES,Jenn,140.25
Sunland RV Resort Emerald Desert,375882,15785004,221138,27-Apr-19,Void:    - Music Festival - Shuttle,Incorrect Entry,OUTSIDE VENDOR COMMISSION,Jenn,56.25
Sunland RV Resort Emerald Desert,377281,15838354,222166,27-Apr-19,Void: 02-ED Weekly Rate - (27-Apr-19),Cancelled Reservation,Lot-Weekly,Jenn,94
Sunland RV Resort Emerald Desert,377281,15838355,222166,27-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Jenn,10.34
Sunland RV Resort Emerald Desert,377281,15838356,222166,27-Apr-19,Void:    - Music Festival Package-Events,Cancelled Reservation,ACTIVITIES,Jenn,93.5
Sunland RV Resort Emerald Desert,377281,15838357,222166,27-Apr-19,Void:    - Music Festival - Shuttle,Cancelled Reservation,OUTSIDE VENDOR COMMISSION,Jenn,37.5
Sunland RV Resort Emerald Desert,375920,15783834,221168,27-Apr-19,Void: 01-ED Daily Charge - (27-Apr-19),Cancelled Reservation,Lot-Daily,Jenn,94
Sunland RV Resort Emerald Desert,375920,15783835,221168,27-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Jenn,10.34
Sunland RV Resort Emerald Desert,375920,15783836,221168,27-Apr-19,Void:    - Music Festival Package-Events,Cancelled Reservation,ACTIVITIES,Jenn,93.5
Sunland RV Resort Emerald Desert,375920,15783837,221168,27-Apr-19,Void:    - Music Festival - Shuttle,Cancelled Reservation,OUTSIDE VENDOR COMMISSION,Jenn,37.5
Sunland RV Resort Emerald Desert,376606,15810879,221706,27-Apr-19,Void: 01-ED Daily Charge - (27-Apr-19),Cancelled Reservation,Lot-Daily,Jenn,90
Sunland RV Resort Emerald Desert,376606,15810880,221706,27-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Jenn,9.9
Sunland RV Resort Emerald Desert,376606,15810881,221706,27-Apr-19,Void:    - 2 x Pets,Cancelled Reservation,PETS,Jenn,6
Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Emerald Desert,376606,15810882,221706,27-Apr-19,Void:    - Music Festival Package-Events,Cancelled Reservation,ACTIVITIES,Jenn,93.5
Sunland RV Resort Emerald Desert,376606,15810883,221706,27-Apr-19,Void:    - Music Festival - Shuttle,Cancelled Reservation,OUTSIDE VENDOR COMMISSION,Jenn,37.5
Sunland RV Resort Emerald Desert,377621,15874691,222411,27-Apr-19,Void: 01-ED Daily Charge - (27-Apr-19),Incorrect Entry,Lot-Daily,Jenn,84
Sunland RV Resort Emerald Desert,377621,15874692,222411,27-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,9.24
Sunland RV Resort Emerald Desert,377621,15874693,222411,27-Apr-19,Void:    - Music Festival Package-Events,Incorrect Entry,ACTIVITIES,Jenn,93.5
Sunland RV Resort Emerald Desert,377621,15874694,222411,27-Apr-19,Void:    - Music Festival - Shuttle,Incorrect Entry,OUTSIDE VENDOR COMMISSION,Jenn,37.5
Sunland RV Resort Emerald Desert,375218,15752179,220660,27-Apr-19,Void: 01-ED Daily Charge - (27-Apr-19),Incorrect Entry,Lot-Daily,Jenn,174
Sunland RV Resort Emerald Desert,375218,15752180,220660,27-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,19.14
Sunland RV Resort Emerald Desert,375218,15752181,220660,27-Apr-19,Void:    - 4 x Adults,Incorrect Entry,ADDITIONAL OCUPNTS,Jenn,80
Sunland RV Resort Emerald Desert,375218,15752182,220660,27-Apr-19,Void:    - Music Festival Package-Events,Incorrect Entry,ACTIVITIES,Jenn,280.5
Sunland RV Resort Emerald Desert,375218,15752183,220660,27-Apr-19,Void:    - Music Festival - Shuttle,Incorrect Entry,OUTSIDE VENDOR COMMISSION,Jenn,112.5
Sunland RV Resort Emerald Desert,374737,15733814,220309,27-Apr-19,Void: 01-ED Daily Charge - (27-Apr-19),Incorrect Entry,Lot-Daily,Jenn,84
Sunland RV Resort Emerald Desert,374737,15733815,220309,27-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Jenn,9.24
Sunland RV Resort Emerald Desert,374737,15733816,220309,27-Apr-19,Void:    - Music Festival Package-Events,Incorrect Entry,ACTIVITIES,Jenn,93.5
Sunland RV Resort Emerald Desert,374737,15733817,220309,27-Apr-19,Void:    - Music Festival - Shuttle,Incorrect Entry,OUTSIDE VENDOR COMMISSION,Jenn,37.5
Sunland RV Resort Emerald Desert,373437,15690482,219333,27-Apr-19,Void: 01-ED Daily Charge - (27-Apr-19),Cancelled Reservation,Lot-Daily,Karina1,84
Sunland RV Resort Emerald Desert,373437,15690483,219333,27-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Karina1,9.24
Sunland RV Resort Emerald Desert,373437,15690484,219333,27-Apr-19,Void:    - Music Festival Package-Events,Cancelled Reservation,ACTIVITIES,Karina1,93.5
Sunland RV Resort Emerald Desert,373437,15690485,219333,27-Apr-19,Void:    - Music Festival - Shuttle,Cancelled Reservation,OUTSIDE VENDOR COMMISSION,Karina1,37.5
Sunland RV Resort Emerald Desert,357880,15894295,207623,27-Apr-19,Void:    - TOT,Dates changed ,Transient/Occupancy Tax,Lee,9.24
Sunland RV Resort Emerald Desert,377792,15879913,222541,27-Apr-19,Void: 01-ED Daily Charge - (27-Apr-19),Posted to wrong account ,Lot-Daily,Lee,124
Sunland RV Resort Emerald Desert,317617,15882968,178910,27-Apr-19,Void: 01D- Emerald Daily Charge - (27-Apr-19),Dates changed ,Lot-Daily,Lee,84
Sunland RV Resort Emerald Desert,317617,15882969,178910,27-Apr-19,Void:    - TOT,Dates changed ,Transient/Occupancy Tax,Lee,9.13
Sunland RV Resort Emerald Desert,377792,15879914,222541,27-Apr-19,Void:    - TOT,Posted to wrong account ,Transient/Occupancy Tax,Lee,13.64
Sunland RV Resort Emerald Desert,377792,15879915,222541,27-Apr-19,Void:    - 2 x Adults,Posted to wrong account ,ADDITIONAL OCUPNTS,Lee,40
Sunland RV Resort Emerald Desert,377792,15879916,222541,27-Apr-19,Void:    - Music Festival Package-Events,Posted to wrong account ,ACTIVITIES,Lee,187
Sunland RV Resort Emerald Desert,377792,15879917,222541,27-Apr-19,Void:    - Music Festival - Shuttle,Posted to wrong account ,OUTSIDE VENDOR COMMISSION,Lee,75
Sunland RV Resort Emerald Desert,317617,15882970,178910,27-Apr-19,Void:    - Internet Access-ED,Dates changed ,USAGE REIMB-WIFI,Lee,1
Sunland RV Resort Emerald Desert,317617,15882971,178910,27-Apr-19,Void:    - TOT,Dates changed ,Transient/Occupancy Tax,Lee,0.11
Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Emerald Desert,375820,15882914,221094,27-Apr-19,Void: 07-ED Parking/Storage - (27-Apr-19),Incorrect Entry,PARKING,Lee,0
Sunland RV Resort Emerald Desert,377915,15884899,222636,27-Apr-19,Void: 01-ED Daily Charge - (27-Apr-19),Incorrect Entry,Lot-Daily,Lee,146
Sunland RV Resort Emerald Desert,377915,15884900,222636,27-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,11.97
Sunland RV Resort Emerald Desert,377915,15884901,222636,27-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Lee,1
Sunland RV Resort Emerald Desert,377915,15884902,222636,27-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,0.11
Sunland RV Resort Emerald Desert,370229,15900804,216946,27-Apr-19,Void: Ice-ED,Incorrect Entry,VENDING,Lee,5
Sunland RV Resort Emerald Desert,371102,15897729,217582,27-Apr-19,Void: 01-ED Daily Charge - (25-Apr-19 to 29-Apr-19),Cancelled Reservation,Lot-Daily,Lee,932
Sunland RV Resort Emerald Desert,371102,15897730,217582,27-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,102.52
Sunland RV Resort Emerald Desert,371102,15897731,217582,27-Apr-19,Void:    - 4 x Adults,Cancelled Reservation,ADDITIONAL OCUPNTS,Lee,320
Sunland RV Resort Emerald Desert,371102,15897732,217582,27-Apr-19,Void:    - Music Festival Package-Events,Cancelled Reservation,ACTIVITIES,Lee,"1,122.00"
Sunland RV Resort Emerald Desert,371102,15897733,217582,27-Apr-19,Void:    - Music Festival - Shuttle,Cancelled Reservation,OUTSIDE VENDOR COMMISSION,Lee,450
Sunland RV Resort Emerald Desert,371102,15897734,217582,27-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lee,71.68
Sunland RV Resort Emerald Desert,317748,15703744,178994,27-Apr-19,Void: 01D- Emerald Daily Charge - (27-Apr-19),Incorrect Entry,Lot-Daily,Lee,84
Sunland RV Resort Emerald Desert,317748,15703745,178994,27-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Lee,9.24
Sunland RV Resort Emerald Desert,317748,15703746,178994,27-Apr-19,Void:    - Music Festival Package-Events,Incorrect Entry,ACTIVITIES,Lee,93.5
Sunland RV Resort Emerald Desert,317748,15703747,178994,27-Apr-19,Void:    - Music Festival - Shuttle,Incorrect Entry,OUTSIDE VENDOR COMMISSION,Lee,37.5
Sunland RV Resort Emerald Desert,357860,15071776,207612,27-Apr-19,Void: 10A- ED FUNCTION AREA - (27-Apr-19 to 27-Apr-19),Incorrect Entry,ACTIVITIES,Lee,100
Sunland RV Resort Emerald Desert,357860,15071124,207612,27-Apr-19,Void: 01D- Emerald Daily Charge - (27-Apr-19),Incorrect Entry,Lot-Daily,Lee,0
Sunland RV Resort Emerald Desert,378269,15892676,222882,27-Apr-19,Void: 01-ED Daily Charge - (27-Apr-19),Cancelled Reservation,Lot-Daily,Lindsay,89
Sunland RV Resort Emerald Desert,378269,15892677,222882,27-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Lindsay,9.79
Sunland RV Resort Emerald Desert,378269,15892678,222882,27-Apr-19,Void:    - Music Festival Package-Events,Cancelled Reservation,ACTIVITIES,Lindsay,93.5
Sunland RV Resort Emerald Desert,378269,15892679,222882,27-Apr-19,Void:    - Music Festival - Shuttle,Cancelled Reservation,OUTSIDE VENDOR COMMISSION,Lindsay,37.5
Sunland RV Resort Emerald Desert,352267,15768827,216286,27-Apr-19,Void: ST-B7-40c: 07-ED Parking/Storage - (27-Apr-19),Incorrect Entry,PARKING,Molly,0
Sunland RV Resort Emerald Desert,362604,15665068,211327,27-Apr-19,Void: 02-ED Weekly Rate - (27-Apr-19),Cancelled Reservation,Lot-Weekly,Molly,94
Sunland RV Resort Emerald Desert,362604,15665069,211327,27-Apr-19,Void:    - Music Festival Package-Events,Cancelled Reservation,ACTIVITIES,Molly,93.5
Sunland RV Resort Emerald Desert,362604,15665070,211327,27-Apr-19,Void:    - Music Festival - Shuttle,Cancelled Reservation,OUTSIDE VENDOR COMMISSION,Molly,37.5
Sunland RV Resort Emerald Desert,338470,15633060,193375,27-Apr-19,Void: 07-ED Parking-Storage - (27-Apr-19),Cancelled Reservation,PARKING,Molly,0
Sunland RV Resort Emerald Desert,374791,15734789,220347,27-Apr-19,Void:    - Music Festival - Shuttle,Cancelled Reservation,OUTSIDE VENDOR COMMISSION,Molly,37.5
Sunland RV Resort Emerald Desert,374791,15734786,220347,27-Apr-19,Void: 01-ED Daily Charge - (27-Apr-19),Cancelled Reservation,Lot-Daily,Molly,94
Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Emerald Desert,374791,15734787,220347,27-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Molly,10.34
Sunland RV Resort Emerald Desert,374791,15734788,220347,27-Apr-19,Void:    - Music Festival Package-Events,Cancelled Reservation,ACTIVITIES,Molly,93.5
Sunland RV Resort Emerald Desert,357801,15722034,207566,27-Apr-19,Void: 01D- Emerald Daily Charge - (27-Apr-19),Cancelled Reservation,Lot-Daily,Molly,144
Sunland RV Resort Emerald Desert,357801,15722035,207566,27-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Molly,15.84
Sunland RV Resort Emerald Desert,357801,15722036,207566,27-Apr-19,Void:    - 2 x Adults,Cancelled Reservation,ADDITIONAL OCUPNTS,Molly,40
Sunland RV Resort Emerald Desert,357801,15722037,207566,27-Apr-19,Void:    - Music Festival Package-Events,Cancelled Reservation,ACTIVITIES,Molly,187
Sunland RV Resort Emerald Desert,357801,15722038,207566,27-Apr-19,Void:    - Music Festival - Shuttle,Cancelled Reservation,OUTSIDE VENDOR COMMISSION,Molly,75
Sunland RV Resort Emerald Desert,317743,14599641,178991,27-Apr-19,Void: 01D- Emerald Daily Charge - (27-Apr-19),Incorrect Entry,Lot-Daily,Paul,109
Sunland RV Resort Emerald Desert,317743,14599642,178991,27-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Paul,11.88
Sunland RV Resort Emerald Desert,340825,14498996,195105,27-Apr-19,Void: 02W- Emerald Weekly Rates - (27-Apr-19),Incorrect Entry,Lot-Weekly,Paul,53.49
Sunland RV Resort Emerald Desert,340825,14498997,195105,27-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Paul,1
Sunland RV Resort Emerald Desert,317743,14599643,178991,27-Apr-19,Void:    - 1 x Adults,Incorrect Entry,ADDITIONAL OCUPNTS,Paul,10
Sunland RV Resort Emerald Desert,317743,14599644,178991,27-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Paul,1
Sunland RV Resort Emerald Desert,317743,14599645,178991,27-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Paul,0.11
Sunland RV Resort Emerald Desert,358903,15104262,208441,27-Apr-19,Void: 01D- Emerald Daily Charge - (27-Apr-19),Incorrect Entry,Lot-Daily,Paula,94
Sunland RV Resort Emerald Desert,358903,15104263,208441,27-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Paula,10.34
Sunland RV Resort Emerald Desert,358903,15104264,208441,27-Apr-19,Void:    - Music Festival Package-Events,Incorrect Entry,ACTIVITIES,Paula,93.5
Sunland RV Resort Emerald Desert,358903,15104265,208441,27-Apr-19,Void:    - Music Festival - Shuttle,Incorrect Entry,OUTSIDE VENDOR COMMISSION,Paula,37.5
Sunland RV Resort Emerald Desert,357524,15072675,207357,27-Apr-19,Void: 01D- Emerald Daily Charge - (27-Apr-19),Cancelled Reservation,Lot-Daily,Rivera,114
Sunland RV Resort Emerald Desert,357524,15072676,207357,27-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Rivera,12.54
Sunland RV Resort Emerald Desert,357524,15072677,207357,27-Apr-19,Void:    - Music Festival Package-Events,Cancelled Reservation,ACTIVITIES,Rivera,93.5
Sunland RV Resort Emerald Desert,357524,15072678,207357,27-Apr-19,Void:    - Music Festival - Shuttle,Cancelled Reservation,OUTSIDE VENDOR COMMISSION,Rivera,37.5
Sunland RV Resort Emerald Desert,357616,15074879,207429,27-Apr-19,Void: 01D- Emerald Daily Charge - (27-Apr-19),Incorrect Entry,Lot-Daily,Rivera,84
Sunland RV Resort Emerald Desert,357616,15074880,207429,27-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Rivera,9.24
Sunland RV Resort Emerald Desert,357616,15074881,207429,27-Apr-19,Void:    - Music Festival Package-Events,Incorrect Entry,ACTIVITIES,Rivera,93.5
Sunland RV Resort Emerald Desert,357616,15074882,207429,27-Apr-19,Void:    - Music Festival - Shuttle,Incorrect Entry,OUTSIDE VENDOR COMMISSION,Rivera,37.5
Sunland RV Resort Emerald Desert,347231,15506363,199568,27-Apr-19,Void: ED-006: 01D- Emerald Daily Charge - (27-Apr-19),Cancelled Reservation,Lot-Daily,Rivera,94
Sunland RV Resort Emerald Desert,347231,15506364,199568,27-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Rivera,10.34
Sunland RV Resort Emerald Desert,347231,15506365,199568,27-Apr-19,Void:    - Music Festival Package-Events,Cancelled Reservation,ACTIVITIES,Rivera,93.5
Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Emerald Desert,347231,15506366,199568,27-Apr-19,Void:    - Music Festival - Shuttle,Cancelled Reservation,OUTSIDE VENDOR COMMISSION,Rivera,37.5
Sunland RV Resort Emerald Desert,347546,14666427,199805,27-Apr-19,Void: 07-ED Parking-Storage - (27-Apr-19),Incorrect Entry,PARKING,Rivera,0
Sunland RV Resort Emerald Desert,358328,15460400,207963,27-Apr-19,Void: 01-ED Daily Charge - (27-Apr-19),Cancelled Reservation,Lot-Daily,Rivera,179
Sunland RV Resort Emerald Desert,358328,15460401,207963,27-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Rivera,19.69
Sunland RV Resort Emerald Desert,358328,15460402,207963,27-Apr-19,Void:    - 2 x Adults,Cancelled Reservation,ADDITIONAL OCUPNTS,Rivera,40
Sunland RV Resort Emerald Desert,358328,15460403,207963,27-Apr-19,Void:    - Music Festival Package-Events,Cancelled Reservation,ACTIVITIES,Rivera,187
Sunland RV Resort Emerald Desert,358328,15460404,207963,27-Apr-19,Void:    - Music Festival - Shuttle,Cancelled Reservation,OUTSIDE VENDOR COMMISSION,Rivera,75
Sunland RV Resort Emerald Desert,346864,14653745,199308,27-Apr-19,Void: 01D- Emerald Daily Charge - (27-Apr-19),Incorrect Entry,Lot-Daily,Rivera,94
Sunland RV Resort Emerald Desert,346864,14653746,199308,27-Apr-19,Void:    - TOT,Incorrect Entry,Transient/Occupancy Tax,Rivera,10.34
Sunland RV Resort Emerald Desert,346864,14653747,199308,27-Apr-19,Void:    - Music Festival Package-Events,Incorrect Entry,ACTIVITIES,Rivera,93.5
Sunland RV Resort Emerald Desert,346864,14653748,199308,27-Apr-19,Void:    - Music Festival - Shuttle,Incorrect Entry,OUTSIDE VENDOR COMMISSION,Rivera,37.5
Sunland RV Resort Emerald Desert,343416,14486436,196770,27-Apr-19,Void: 01D- Emerald Daily Charge - (27-Apr-19),Cancelled Reservation,Lot-Daily,Rivera,84
Sunland RV Resort Emerald Desert,343416,14486437,196770,27-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Rivera,9.13
Sunland RV Resort Emerald Desert,343416,14486405,196770,27-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Rivera,1
Sunland RV Resort Emerald Desert,343416,14486406,196770,27-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Rivera,0.11
Sunland RV Resort Emerald Desert,343416,14486403,196770,27-Apr-19,Void: 01D- Emerald Daily Charge - (27-Apr-19),Cancelled Reservation,Lot-Daily,Rivera,84
Sunland RV Resort Emerald Desert,343416,14486404,196770,27-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Rivera,9.13
Sunland RV Resort Emerald Desert,343416,14486438,196770,27-Apr-19,Void:    - Internet Access-ED,Cancelled Reservation,USAGE REIMB-WIFI,Rivera,1
Sunland RV Resort Emerald Desert,343416,14486439,196770,27-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Rivera,0.11
Sunland RV Resort Emerald Desert,337249,14238531,192532,27-Apr-19,Void: 02W- Emerald Weekly Rates - (27-Apr-19),Incorrect Entry,Lot-Weekly,Rivera,72.25
Sunland RV Resort Emerald Desert,337249,14238532,192532,27-Apr-19,Void:    - Internet Access-ED,Incorrect Entry,USAGE REIMB-WIFI,Rivera,1
Sunland RV Resort Emerald Desert,347546,14659945,199805,27-Apr-19,Void: 07-ED Parking-Storage - (27-Apr-19),Incorrect Entry,PARKING,Rivera,20
Sunland RV Resort Emerald Desert,347546,14661042,199805,27-Apr-19,Void: 07-ED Parking-Storage - (27-Apr-19),Incorrect Entry,PARKING,Rivera,20
Sunland RV Resort Emerald Desert,351909,15169447,202863,27-Apr-19,Void: 01D- Emerald Daily Charge - (27-Apr-19),Cancelled Reservation,Lot-Daily,Vince,104
Sunland RV Resort Emerald Desert,351909,15169448,202863,27-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Vince,11.44
Sunland RV Resort Emerald Desert,351909,15169449,202863,27-Apr-19,Void:    - Music Festival Package-Events,Cancelled Reservation,ACTIVITIES,Vince,93.5
Sunland RV Resort Emerald Desert,351909,15169450,202863,27-Apr-19,Void:    - Music Festival - Shuttle,Cancelled Reservation,OUTSIDE VENDOR COMMISSION,Vince,37.5
Sunland RV Resort Emerald Desert,346864,14661824,199308,28-Apr-19,Void:    - Music Festival Package-Events,Cancelled Reservation,ACTIVITIES,Amanda,93.5
Sunland RV Resort Emerald Desert,346864,14661825,199308,28-Apr-19,Void:    - Music Festival - Shuttle,Cancelled Reservation,OUTSIDE VENDOR COMMISSION,Amanda,37.5
Property,Account No,Trans No,Res No,Date,Transaction Description,Reason,GL Code,User Name,Amount
Sunland RV Resort Emerald Desert,360941,15823721,209995,28-Apr-19,Void: 01-ED Villa Daily Rate - (28-Apr-19),Cancelled Reservation,VILLA RENTALS,Amanda,422.51
Sunland RV Resort Emerald Desert,360941,15823722,209995,28-Apr-19,Void:    - TOT,Cancelled Reservation,Transient/Occupancy Tax,Amanda,46.46
Sunland RV Resort Emerald Desert,356107,15192690,206198,28-Apr-19,Void: 02W- Emerald Weekly Rates - (28-Apr-19),Cancelled Reservation,Lot-Weekly,Amanda,84
